"Cycle";"Block";"Population";"Treatment";"Plates_nbr";"Replicate";"Env";"Pop_type";"Sex_struct";"Day";"Total_assay";"Total_assay_2";"Tot_per_worm";"Fec_today";"Total_fec";"Herm_alive_today";"Herm_dead";"Herm_killed";"Male_alive_today";"Male_dead";"Male_killed";"Herm_alive_yesterday";"Male_alive_yesterday";"Fec_yesterday";"Herm_mortality";"Male_mortality";"Trt_3";"Trt_6";"Rep2"
4;"1";"AA8";"H";8;"I";"Ancestral";"Evolved";"Androdioecious";"4";1918;1918;NA;159,2;796;5;0;0;0;0;0;5;0;159,2;0;NA;"H_Androdioecious";"H_Androdioecious_Evolved";"AA8 1 I"
4;"1";"AA8";"H";8;"I";"Ancestral";"Evolved";"Androdioecious";"5";1918;1918;NA;NA;NA;5;0;0;0;0;0;5;0;NA;0;NA;"H_Androdioecious";"H_Androdioecious_Evolved";"AA8 1 I"
4;"1";"AA8";"H";8;"K";"Ancestral";"Evolved";"Androdioecious";"3";1493;1493;NA;176,6;883;5;0;0;0;0;0;5;0;176,6;0;NA;"H_Androdioecious";"H_Androdioecious_Evolved";"AA8 1 K"
4;"1";"AA8";"H";8;"K";"Ancestral";"Evolved";"Androdioecious";"4";1493;1493;NA;122;610;5;0;0;0;0;0;5;0;122;0;NA;"H_Androdioecious";"H_Androdioecious_Evolved";"AA8 1 K"
4;"1";"AA8";"H";8;"K";"Ancestral";"Evolved";"Androdioecious";"5";1493;1493;NA;NA;NA;5;0;0;0;0;0;5;0;NA;0;NA;"H_Androdioecious";"H_Androdioecious_Evolved";"AA8 1 K"
4;"1";"AA8";"M";19;"A";"Ancestral";"Evolved";"Androdioecious";"3";2134;2134;NA;164,4;822;5;0;0;5;0;0;5;5;164,4;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 A"
4;"1";"AA8";"M";19;"A";"Ancestral";"Evolved";"Androdioecious";"4";2134;2134;NA;262,4;1312;5;0;0;5;0;0;5;5;262,4;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 A"
4;"1";"AA8";"M";19;"A";"Ancestral";"Evolved";"Androdioecious";"5";2134;2134;NA;NA;NA;5;0;0;4;0;0;5;5;NA;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 A"
4;"1";"AA8";"M";19;"B";"Ancestral";"Evolved";"Androdioecious";"3";1792;1792;NA;153,6;768;5;0;0;5;0;0;5;5;153,6;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 B"
4;"1";"AA8";"M";19;"B";"Ancestral";"Evolved";"Androdioecious";"4";1792;1792;NA;204,8;1024;5;0;0;5;0;0;5;5;204,8;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 B"
4;"1";"AA8";"M";19;"B";"Ancestral";"Evolved";"Androdioecious";"5";1792;1792;NA;NA;NA;5;0;0;4;0;0;5;5;NA;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 B"
4;"1";"AA8";"M";19;"C";"Ancestral";"Evolved";"Androdioecious";"3";1842;1842;NA;164,8;824;5;0;0;5;0;0;5;5;164,8;0;40;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 C"
4;"1";"AA8";"M";19;"C";"Ancestral";"Evolved";"Androdioecious";"4";1842;1842;NA;203,6;1018;5;0;0;4;0;0;5;5;203,6;0;40;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 C"
4;"1";"AA8";"M";19;"C";"Ancestral";"Evolved";"Androdioecious";"5";1842;1842;NA;NA;NA;5;0;0;3;0;0;5;4;NA;0;40;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 C"
4;"1";"AA8";"M";19;"D";"Ancestral";"Evolved";"Androdioecious";"3";1976;1976;NA;188,8;944;5;0;0;5;0;0;5;5;188,8;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 D"
4;"1";"AA8";"M";19;"D";"Ancestral";"Evolved";"Androdioecious";"4";1976;1976;NA;206,4;1032;5;0;0;4;0;0;5;5;206,4;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 D"
4;"1";"AA8";"M";19;"D";"Ancestral";"Evolved";"Androdioecious";"5";1976;1976;NA;NA;NA;5;0;0;4;0;0;5;4;NA;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 D"
4;"1";"AA8";"M";19;"E";"Ancestral";"Evolved";"Androdioecious";"3";1830;1830;NA;139,2;696;5;0;0;5;0;0;5;5;139,2;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 E"
4;"1";"AA8";"M";19;"E";"Ancestral";"Evolved";"Androdioecious";"4";1830;1830;NA;226,8;1134;5;0;0;4;0;0;5;5;226,8;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 E"
4;"1";"AA8";"M";19;"E";"Ancestral";"Evolved";"Androdioecious";"5";1830;1830;NA;NA;NA;5;0;0;4;0;0;5;4;NA;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 E"
4;"1";"AA8";"M";19;"F";"Ancestral";"Evolved";"Androdioecious";"3";1930;1930;NA;147,2;736;5;0;0;5;0;0;5;5;147,2;20;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 F"
4;"1";"AA8";"M";19;"F";"Ancestral";"Evolved";"Androdioecious";"4";1930;1930;NA;238,8;1194;5;0;0;4;0;0;5;5;238,8;20;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 F"
4;"1";"AA8";"M";19;"F";"Ancestral";"Evolved";"Androdioecious";"5";1930;1930;NA;NA;NA;4;0;0;4;0;0;5;4;NA;20;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 F"
4;"1";"AA8";"M";19;"G";"Ancestral";"Evolved";"Androdioecious";"3";1978;1978;NA;147,6;738;5;0;0;5;0;0;5;5;147,6;20;0;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 G"
4;"1";"AA8";"M";19;"G";"Ancestral";"Evolved";"Androdioecious";"4";1978;1978;NA;310;1240;4;0;0;5;0;0;5;5;248;20;0;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 G"
4;"1";"AA8";"M";19;"G";"Ancestral";"Evolved";"Androdioecious";"5";1978;1978;NA;NA;NA;4;0;0;5;0;0;4;5;NA;20;0;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 G"
4;"1";"AA8";"M";19;"H";"Ancestral";"Evolved";"Androdioecious";"3";1852;1852;NA;147,2;736;5;0;0;5;0;0;5;5;147,2;0;0;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 H"
4;"1";"AA8";"M";19;"H";"Ancestral";"Evolved";"Androdioecious";"4";1852;1852;NA;223,2;1116;5;0;0;5;0;0;5;5;223,2;0;0;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 H"
4;"1";"AA8";"M";19;"H";"Ancestral";"Evolved";"Androdioecious";"5";1852;1852;NA;NA;NA;5;0;0;5;0;0;5;5;NA;0;0;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 H"
4;"1";"AA8";"M";19;"I";"Ancestral";"Evolved";"Androdioecious";"3";1365;1365;NA;129,25;517;4;0;0;5;0;0;5;5;103,4;20;0;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 I"
4;"1";"AA8";"M";19;"I";"Ancestral";"Evolved";"Androdioecious";"4";1365;1365;NA;212;848;4;0;0;5;0;0;4;5;212;20;0;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 I"
4;"1";"AA8";"M";19;"I";"Ancestral";"Evolved";"Androdioecious";"5";1365;1365;NA;NA;NA;4;0;0;5;0;0;4;5;NA;20;0;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 I"
4;"1";"AA8";"M";19;"K";"Ancestral";"Evolved";"Androdioecious";"3";1806;1806;NA;164;820;4;0;1;5;0;0;5;5;164;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 K"
4;"1";"AA8";"M";19;"K";"Ancestral";"Evolved";"Androdioecious";"4";1806;1806;NA;246,5;986;4;0;0;5;0;0;4;5;246,5;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 K"
4;"1";"AA8";"M";19;"K";"Ancestral";"Evolved";"Androdioecious";"5";1806;1806;NA;NA;NA;4;0;0;4;0;0;4;5;NA;0;20;"M_Androdioecious";"M_Androdioecious_Evolved";"AA8 1 K"
4;"1";"AD1";"M";33;"A";"Ancestral";"Evolved";"Dioecious";"3";2508;2508;NA;238,4;1192;5;0;0;4;0;0;5;5;238,4;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 A"
4;"1";"AD1";"M";33;"A";"Ancestral";"Evolved";"Dioecious";"4";2508;2508;NA;263,2;1316;5;0;0;4;0;0;5;4;263,2;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 A"
4;"1";"AD1";"M";33;"A";"Ancestral";"Evolved";"Dioecious";"5";2508;2508;NA;NA;NA;5;0;0;4;0;0;5;4;NA;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 A"
4;"1";"AD1";"M";33;"B";"Ancestral";"Evolved";"Dioecious";"3";1846;1846;NA;194;970;5;0;0;5;0;0;5;5;194;0;40;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 B"
4;"1";"AD1";"M";33;"B";"Ancestral";"Evolved";"Dioecious";"4";1846;1846;NA;175,2;876;5;0;0;5;0;0;5;5;175,2;0;40;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 B"
4;"1";"AD1";"M";33;"B";"Ancestral";"Evolved";"Dioecious";"5";1846;1846;NA;NA;NA;5;0;0;3;0;0;5;5;NA;0;40;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 B"
4;"1";"AD1";"M";33;"C";"Ancestral";"Evolved";"Dioecious";"3";1598;1598;NA;161,6;808;5;0;0;5;0;0;5;5;161,6;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 C"
4;"1";"AD1";"M";33;"C";"Ancestral";"Evolved";"Dioecious";"4";1598;1598;NA;158;790;5;0;0;5;0;0;5;5;158;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 C"
4;"1";"AD1";"M";33;"C";"Ancestral";"Evolved";"Dioecious";"5";1598;1598;NA;NA;NA;5;0;0;5;0;0;5;5;NA;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 C"
4;"1";"AD1";"M";33;"D";"Ancestral";"Evolved";"Dioecious";"3";1972;1972;NA;210,4;1052;5;0;0;5;0;0;5;5;210,4;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 D"
4;"1";"AD1";"M";33;"D";"Ancestral";"Evolved";"Dioecious";"4";1972;1972;NA;184;920;5;0;0;5;0;0;5;5;184;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 D"
4;"1";"AD1";"M";33;"D";"Ancestral";"Evolved";"Dioecious";"5";1972;1972;NA;NA;NA;5;0;0;5;0;0;5;5;NA;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 D"
4;"1";"AD1";"M";33;"E";"Ancestral";"Evolved";"Dioecious";"3";2090;2090;NA;163,333333333333;980;6;0;0;4;0;0;6;4;163,333333333333;33,3333333333333;25;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 E"
4;"1";"AD1";"M";33;"E";"Ancestral";"Evolved";"Dioecious";"4";2090;2090;NA;185;1110;6;0;0;3;0;0;6;4;185;33,3333333333333;25;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 E"
4;"1";"AD1";"M";33;"E";"Ancestral";"Evolved";"Dioecious";"5";2090;2090;NA;NA;NA;4;0;0;3;0;0;6;3;NA;33,3333333333333;25;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 E"
4;"1";"AD1";"M";33;"F";"Ancestral";"Evolved";"Dioecious";"3";1690;1690;NA;162,4;812;5;0;0;5;0;0;5;5;162,4;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 F"
4;"1";"AD1";"M";33;"F";"Ancestral";"Evolved";"Dioecious";"4";1690;1690;NA;175,6;878;5;0;0;5;0;0;5;5;175,6;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 F"
4;"1";"AD1";"M";33;"F";"Ancestral";"Evolved";"Dioecious";"5";1690;1690;NA;NA;NA;5;0;0;5;0;0;5;5;NA;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 F"
4;"1";"AD1";"M";33;"G";"Ancestral";"Evolved";"Dioecious";"3";2101;2101;NA;187;935;5;0;0;5;0;0;5;5;187;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 G"
4;"1";"AD1";"M";33;"G";"Ancestral";"Evolved";"Dioecious";"4";2101;2101;NA;233,2;1166;5;0;0;5;0;0;5;5;233,2;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 G"
4;"1";"AD1";"M";33;"G";"Ancestral";"Evolved";"Dioecious";"5";2101;2101;NA;NA;NA;5;0;0;5;0;0;5;5;NA;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 G"
4;"1";"AD1";"M";33;"H";"Ancestral";"Evolved";"Dioecious";"3";2276;2276;NA;200,8;1004;5;0;0;5;0;0;5;5;200,8;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 H"
4;"1";"AD1";"M";33;"H";"Ancestral";"Evolved";"Dioecious";"4";2276;2276;NA;254,4;1272;5;0;0;5;0;0;5;5;254,4;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 H"
4;"1";"AD1";"M";33;"H";"Ancestral";"Evolved";"Dioecious";"5";2276;2276;NA;NA;NA;5;0;0;5;0;0;5;5;NA;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 H"
4;"1";"AD1";"M";33;"I";"Ancestral";"Evolved";"Dioecious";"3";1818;1818;NA;190,4;952;5;0;0;5;0;0;5;5;190,4;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 I"
4;"1";"AD1";"M";33;"I";"Ancestral";"Evolved";"Dioecious";"4";1818;1818;NA;173,2;866;5;0;0;5;0;0;5;5;173,2;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 I"
4;"1";"AD1";"M";33;"I";"Ancestral";"Evolved";"Dioecious";"5";1818;1818;NA;NA;NA;5;0;0;4;0;0;5;5;NA;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 I"
4;"1";"AD1";"M";33;"K";"Ancestral";"Evolved";"Dioecious";"3";1890;1890;NA;169,6;848;5;0;0;5;0;0;5;5;169,6;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 K"
4;"1";"AD1";"M";33;"K";"Ancestral";"Evolved";"Dioecious";"4";1890;1890;NA;208,4;1042;5;0;0;5;0;0;5;5;208,4;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 K"
4;"1";"AD1";"M";33;"K";"Ancestral";"Evolved";"Dioecious";"5";1890;1890;NA;NA;NA;5;0;0;5;0;0;5;5;NA;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD1 1 K"
4;"1";"AD2";"M";26;"A";"Ancestral";"Evolved";"Dioecious";"3";2038;2038;NA;209,2;1046;5;0;0;5;0;0;5;5;209,2;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 A"
4;"1";"AD2";"M";26;"A";"Ancestral";"Evolved";"Dioecious";"4";2038;2038;NA;198,4;992;5;0;0;4;0;0;5;5;198,4;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 A"
4;"1";"AD2";"M";26;"A";"Ancestral";"Evolved";"Dioecious";"5";2038;2038;NA;NA;NA;5;0;0;4;0;0;5;4;NA;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 A"
4;"1";"AD2";"M";26;"B";"Ancestral";"Evolved";"Dioecious";"3";2015;2015;NA;176,2;881;5;0;0;5;0;0;5;5;176,2;0;40;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 B"
4;"1";"AD2";"M";26;"B";"Ancestral";"Evolved";"Dioecious";"4";2015;2015;NA;226,8;1134;5;0;0;3;0;0;5;5;226,8;0;40;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 B"
4;"1";"AD2";"M";26;"B";"Ancestral";"Evolved";"Dioecious";"5";2015;2015;NA;NA;NA;5;0;0;3;0;0;5;3;NA;0;40;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 B"
4;"1";"AD2";"M";26;"C";"Ancestral";"Evolved";"Dioecious";"3";2052;2052;NA;185,2;926;5;0;0;5;0;0;5;5;185,2;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 C"
4;"1";"AD2";"M";26;"C";"Ancestral";"Evolved";"Dioecious";"4";2052;2052;NA;225,2;1126;5;0;0;5;0;0;5;5;225,2;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 C"
4;"1";"AD2";"M";26;"C";"Ancestral";"Evolved";"Dioecious";"5";2052;2052;NA;NA;NA;5;0;0;5;0;0;5;5;NA;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 C"
4;"1";"AD2";"M";26;"D";"Ancestral";"Evolved";"Dioecious";"3";1962;1962;NA;182;910;5;0;0;5;0;0;5;5;182;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 D"
4;"1";"AD2";"M";26;"D";"Ancestral";"Evolved";"Dioecious";"4";1962;1962;NA;210,4;1052;5;0;0;4;0;0;5;5;210,4;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 D"
4;"1";"AD2";"M";26;"D";"Ancestral";"Evolved";"Dioecious";"5";1962;1962;NA;NA;NA;5;0;0;4;0;0;5;4;NA;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 D"
4;"1";"AD2";"M";26;"E";"Ancestral";"Evolved";"Dioecious";"3";1990;1990;NA;176,333333333333;1058;6;0;0;4;0;0;6;4;176,333333333333;16,6666666666667;0;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 E"
4;"1";"AD2";"M";26;"E";"Ancestral";"Evolved";"Dioecious";"4";1990;1990;NA;155,333333333333;932;6;0;0;4;0;0;6;4;155,333333333333;16,6666666666667;0;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 E"
4;"1";"AD2";"M";26;"E";"Ancestral";"Evolved";"Dioecious";"5";1990;1990;NA;NA;NA;5;0;0;4;0;0;6;4;NA;16,6666666666667;0;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 E"
4;"1";"AD2";"M";26;"F";"Ancestral";"Evolved";"Dioecious";"3";1792;1792;NA;206,4;1032;5;0;0;5;0;0;5;5;206,4;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 F"
4;"1";"AD2";"M";26;"F";"Ancestral";"Evolved";"Dioecious";"4";1792;1792;NA;152;760;5;0;0;5;0;0;5;5;152;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 F"
4;"1";"AD2";"M";26;"F";"Ancestral";"Evolved";"Dioecious";"5";1792;1792;NA;NA;NA;5;0;0;5;0;0;5;5;NA;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 F"
4;"1";"AD2";"M";26;"G";"Ancestral";"Evolved";"Dioecious";"3";1966;1966;NA;192,666666666667;1156;6;0;0;4;0;0;6;4;192,666666666667;16,6666666666667;25;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 G"
4;"1";"AD2";"M";26;"G";"Ancestral";"Evolved";"Dioecious";"4";1966;1966;NA;135;810;6;0;0;3;0;0;6;4;135;16,6666666666667;25;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 G"
4;"1";"AD2";"M";26;"G";"Ancestral";"Evolved";"Dioecious";"5";1966;1966;NA;NA;NA;5;0;0;3;0;0;6;3;NA;16,6666666666667;25;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 G"
4;"1";"AD2";"M";26;"H";"Ancestral";"Evolved";"Dioecious";"3";1614;1614;NA;180;900;5;0;0;5;0;0;5;5;180;20;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 H"
4;"1";"AD2";"M";26;"H";"Ancestral";"Evolved";"Dioecious";"4";1614;1614;NA;178,5;714;4;0;0;4;0;0;5;5;142,8;20;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 H"
4;"1";"AD2";"M";26;"H";"Ancestral";"Evolved";"Dioecious";"5";1614;1614;NA;NA;NA;4;0;0;4;0;0;4;4;NA;20;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 H"
4;"1";"AD2";"M";26;"I";"Ancestral";"Evolved";"Dioecious";"3";1778;1778;NA;183,2;916;5;0;0;5;0;0;5;5;183,2;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 I"
4;"1";"AD2";"M";26;"I";"Ancestral";"Evolved";"Dioecious";"4";1778;1778;NA;172,4;862;5;0;0;4;0;0;5;5;172,4;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 I"
4;"1";"AD2";"M";26;"I";"Ancestral";"Evolved";"Dioecious";"5";1778;1778;NA;NA;NA;5;0;0;4;0;0;5;4;NA;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 I"
4;"1";"AD2";"M";26;"K";"Ancestral";"Evolved";"Dioecious";"3";1898;1898;NA;228,8;1144;5;0;0;4;0;0;5;5;228,8;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 K"
4;"1";"AD2";"M";26;"K";"Ancestral";"Evolved";"Dioecious";"4";1898;1898;NA;150,8;754;5;0;0;4;0;0;5;4;150,8;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 K"
4;"1";"AD2";"M";26;"K";"Ancestral";"Evolved";"Dioecious";"5";1898;1898;NA;NA;NA;5;0;0;4;0;0;5;4;NA;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD2 1 K"
4;"1";"AD3";"M";14;"A";"Ancestral";"Evolved";"Dioecious";"3";2112;2112;NA;184,4;922;5;0;0;5;0;0;5;5;184,4;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 A"
4;"1";"AD3";"M";14;"A";"Ancestral";"Evolved";"Dioecious";"4";2112;2112;NA;238;1190;5;0;0;5;0;0;5;5;238;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 A"
4;"1";"AD3";"M";14;"A";"Ancestral";"Evolved";"Dioecious";"5";2112;2112;NA;NA;NA;5;0;0;5;0;0;5;5;NA;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 A"
4;"1";"AD3";"M";14;"B";"Ancestral";"Evolved";"Dioecious";"3";2010;2010;NA;194,8;974;5;0;0;5;0;0;5;5;194,8;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 B"
4;"1";"AD3";"M";14;"B";"Ancestral";"Evolved";"Dioecious";"4";2010;2010;NA;207,2;1036;5;0;0;5;0;0;5;5;207,2;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 B"
4;"1";"AD3";"M";14;"B";"Ancestral";"Evolved";"Dioecious";"5";2010;2010;NA;NA;NA;5;0;0;5;0;0;5;5;NA;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 B"
4;"1";"AD3";"M";14;"C";"Ancestral";"Evolved";"Dioecious";"3";1922;1922;NA;185,2;926;5;0;0;5;0;0;5;5;185,2;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 C"
4;"1";"AD3";"M";14;"C";"Ancestral";"Evolved";"Dioecious";"4";1922;1922;NA;199,2;996;5;0;0;5;0;0;5;5;199,2;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 C"
4;"1";"AD3";"M";14;"C";"Ancestral";"Evolved";"Dioecious";"5";1922;1922;NA;NA;NA;5;0;0;5;0;0;5;5;NA;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 C"
4;"1";"AD3";"M";14;"D";"Ancestral";"Evolved";"Dioecious";"3";1478;1478;NA;NA;NA;4;1;0;5;0;0;5;5;NA;20;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 D"
4;"1";"AD3";"M";14;"D";"Ancestral";"Evolved";"Dioecious";"4";1478;1478;NA;369,5;1478;4;0;0;5;0;0;4;5;369,5;20;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 D"
4;"1";"AD3";"M";14;"D";"Ancestral";"Evolved";"Dioecious";"5";1478;1478;NA;NA;NA;4;0;0;4;0;0;4;5;NA;20;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 D"
4;"1";"AD3";"M";14;"E";"Ancestral";"Evolved";"Dioecious";"3";1764;1764;NA;173,2;866;5;0;0;5;0;0;5;5;173,2;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 E"
4;"1";"AD3";"M";14;"E";"Ancestral";"Evolved";"Dioecious";"4";1764;1764;NA;179,6;898;5;0;0;5;0;0;5;5;179,6;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 E"
4;"1";"AD3";"M";14;"E";"Ancestral";"Evolved";"Dioecious";"5";1764;1764;NA;NA;NA;5;0;0;4;0;0;5;5;NA;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 E"
4;"1";"AD3";"M";14;"F";"Ancestral";"Evolved";"Dioecious";"3";1810;1810;NA;193,2;966;5;0;0;4;0;0;5;5;193,2;20;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 F"
4;"1";"AD3";"M";14;"F";"Ancestral";"Evolved";"Dioecious";"4";1810;1810;NA;168,8;844;5;0;0;4;0;0;5;4;168,8;20;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 F"
4;"1";"AD3";"M";14;"F";"Ancestral";"Evolved";"Dioecious";"5";1810;1810;NA;NA;NA;4;0;0;4;0;0;5;4;NA;20;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 F"
4;"1";"AD3";"M";14;"G";"Ancestral";"Evolved";"Dioecious";"3";1714;1714;NA;204;816;4;1;0;5;0;0;5;5;163,2;20;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 G"
4;"1";"AD3";"M";14;"G";"Ancestral";"Evolved";"Dioecious";"4";1714;1714;NA;224,5;898;4;0;0;5;0;0;4;5;224,5;20;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 G"
4;"1";"AD3";"M";14;"G";"Ancestral";"Evolved";"Dioecious";"5";1714;1714;NA;NA;NA;4;0;0;4;0;0;4;5;NA;20;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 G"
4;"1";"AD3";"M";14;"H";"Ancestral";"Evolved";"Dioecious";"3";1756;1756;NA;179,6;898;5;0;0;5;0;0;5;5;179,6;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 H"
4;"1";"AD3";"M";14;"H";"Ancestral";"Evolved";"Dioecious";"4";1756;1756;NA;171,6;858;5;0;0;4;0;0;5;5;171,6;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 H"
4;"1";"AD3";"M";14;"H";"Ancestral";"Evolved";"Dioecious";"5";1756;1756;NA;NA;NA;5;0;0;4;0;0;5;4;NA;0;20;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 H"
4;"1";"AD3";"M";14;"I";"Ancestral";"Evolved";"Dioecious";"3";1790;1790;NA;182;910;5;0;0;5;0;0;5;5;182;0;0;"M_Dioecious";"M_Dioecious_Evolved";"AD3 1 I"
