"Cycle";"Block";"Population";"Treatment";"Plates_nbr";"Replicate";"Env";"Pop_type";"Sex_struct";"Day";"Total_assay";"Total_assay_2";"Tot_per_worm";"Fec_today";"Total_fec";"Herm_alive_today";"Herm_dead";"Herm_killed";"Male_alive_today";"Male_dead";"Male_killed";"Herm_alive_yesterday";"Male_alive_yesterday";"Fec_yesterday";"Herm_mortality";"Male_mortality";"Trt_3";"Trt_6";"Rep2"
4;"2";"D00_R1";"M";12;"B";"Ancestral";"Ancestral";"Dioecious";"3";1788;1108;357,6;49,2;246;5;0;0;5;0;0;5;5;49,2;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 B"
4;"2";"D00_R1";"M";12;"B";"Ancestral";"Ancestral";"Dioecious";"4";1788;1108;357,6;172,4;862;5;0;0;5;0;0;5;5;172,4;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 B"
4;"2";"D00_R1";"M";12;"B";"Ancestral";"Ancestral";"Dioecious";"5";1788;1108;357,6;136;680;5;0;0;5;0;0;5;5;136;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 B"
4;"2";"D00_R1";"M";12;"C";"Ancestral";"Ancestral";"Dioecious";"3";1858;1166;406,2;82,8;414;5;0;0;4;0;0;5;5;82,8;20;60;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 C"
4;"2";"D00_R1";"M";12;"C";"Ancestral";"Ancestral";"Dioecious";"4";1858;1166;406,2;150,4;752;5;0;0;3;0;0;5;4;150,4;20;60;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 C"
4;"2";"D00_R1";"M";12;"C";"Ancestral";"Ancestral";"Dioecious";"5";1858;1166;406,2;173;692;4;1;0;2;0;0;5;3;138,4;20;60;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 C"
4;"2";"D00_R1";"M";12;"D";"Ancestral";"Ancestral";"Dioecious";"3";1738;930;347,6;50;250;5;0;0;5;0;0;5;5;50;0;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 D"
4;"2";"D00_R1";"M";12;"D";"Ancestral";"Ancestral";"Dioecious";"4";1738;930;347,6;136;680;5;0;0;5;0;0;5;5;136;0;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 D"
4;"2";"D00_R1";"M";12;"D";"Ancestral";"Ancestral";"Dioecious";"5";1738;930;347,6;161,6;808;5;0;0;4;0;0;5;5;161,6;0;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 D"
4;"2";"D00_R1";"M";12;"E";"Ancestral";"Ancestral";"Dioecious";"3";2720;1740;544;121,6;608;5;0;0;5;0;0;5;5;121,6;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 E"
4;"2";"D00_R1";"M";12;"E";"Ancestral";"Ancestral";"Dioecious";"4";2720;1740;544;226,4;1132;5;0;0;5;0;0;5;5;226,4;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 E"
4;"2";"D00_R1";"M";12;"E";"Ancestral";"Ancestral";"Dioecious";"5";2720;1740;544;196;980;5;0;0;5;0;0;5;5;196;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 E"
4;"2";"D00_R1";"M";12;"F";"Ancestral";"Ancestral";"Dioecious";"3";1780;1200;356;120,8;604;5;0;0;5;0;0;5;5;120,8;0;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 F"
4;"2";"D00_R1";"M";12;"F";"Ancestral";"Ancestral";"Dioecious";"4";1780;1200;356;119,2;596;5;0;0;5;0;0;5;5;119,2;0;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 F"
4;"2";"D00_R1";"M";12;"F";"Ancestral";"Ancestral";"Dioecious";"5";1780;1200;356;116;580;5;0;0;4;0;0;5;5;116;0;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 F"
4;"2";"D00_R1";"M";12;"G";"Ancestral";"Ancestral";"Dioecious";"3";1916;1200;383,2;85,2;426;5;0;0;5;0;0;5;5;85,2;0;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 G"
4;"2";"D00_R1";"M";12;"G";"Ancestral";"Ancestral";"Dioecious";"4";1916;1200;383,2;154,8;774;5;0;0;5;0;0;5;5;154,8;0;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 G"
4;"2";"D00_R1";"M";12;"G";"Ancestral";"Ancestral";"Dioecious";"5";1916;1200;383,2;143,2;716;5;0;0;4;0;0;5;5;143,2;0;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 G"
4;"2";"D00_R1";"M";12;"H";"Ancestral";"Ancestral";"Dioecious";"3";1502;1134;346,7;115,2;576;5;0;0;5;0;0;5;5;115,2;20;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 H"
4;"2";"D00_R1";"M";12;"H";"Ancestral";"Ancestral";"Dioecious";"4";1502;1134;346,7;139,5;558;4;0;0;4;0;0;5;5;111,6;20;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 H"
4;"2";"D00_R1";"M";12;"H";"Ancestral";"Ancestral";"Dioecious";"5";1502;1134;346,7;92;368;4;0;0;4;0;0;4;4;92;20;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 H"
4;"2";"D00_R1";"M";12;"I";"Ancestral";"Ancestral";"Dioecious";"3";1362;1362;NA;78,8;394;5;0;0;5;0;0;5;5;78,8;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 I"
4;"2";"D00_R1";"M";12;"I";"Ancestral";"Ancestral";"Dioecious";"4";1362;1362;NA;193,6;968;5;0;0;5;0;0;5;5;193,6;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 I"
4;"2";"D00_R1";"M";12;"I";"Ancestral";"Ancestral";"Dioecious";"5";1362;1362;NA;NA;NA;5;0;0;5;0;0;5;5;NA;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 I"
4;"2";"D00_R1";"M";12;"K";"Ancestral";"Ancestral";"Dioecious";"3";2020;1426;404;77,2;386;5;0;0;5;0;0;5;5;77,2;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 K"
4;"2";"D00_R1";"M";12;"K";"Ancestral";"Ancestral";"Dioecious";"4";2020;1426;404;208;1040;5;0;0;5;0;0;5;5;208;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 K"
4;"2";"D00_R1";"M";12;"K";"Ancestral";"Ancestral";"Dioecious";"5";2020;1426;404;118,8;594;5;0;0;5;0;0;5;5;118,8;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R1 2 K"
4;"2";"D00_R2";"M";13;"A";"Ancestral";"Ancestral";"Dioecious";"3";1684;1104;391,3;118,8;594;5;0;0;4;0;0;5;5;118,8;20;40;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 A"
4;"2";"D00_R2";"M";13;"A";"Ancestral";"Ancestral";"Dioecious";"4";1684;1104;391,3;127,5;510;4;1;0;4;0;0;5;4;102;20;40;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 A"
4;"2";"D00_R2";"M";13;"A";"Ancestral";"Ancestral";"Dioecious";"5";1684;1104;391,3;145;580;4;0;0;3;0;0;4;4;145;20;40;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 A"
4;"2";"D00_R2";"M";13;"B";"Ancestral";"Ancestral";"Dioecious";"3";2358;1438;471,6;56,8;284;5;0;0;5;0;0;5;5;56,8;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 B"
4;"2";"D00_R2";"M";13;"B";"Ancestral";"Ancestral";"Dioecious";"4";2358;1438;471,6;230,8;1154;5;0;0;5;0;0;5;5;230,8;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 B"
4;"2";"D00_R2";"M";13;"B";"Ancestral";"Ancestral";"Dioecious";"5";2358;1438;471,6;184;920;5;0;0;5;0;0;5;5;184;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 B"
4;"2";"D00_R2";"M";13;"C";"Ancestral";"Ancestral";"Dioecious";"3";2320;1588;464;78,8;394;5;0;0;5;0;0;5;5;78,8;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 C"
4;"2";"D00_R2";"M";13;"C";"Ancestral";"Ancestral";"Dioecious";"4";2320;1588;464;238,8;1194;5;0;0;5;0;0;5;5;238,8;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 C"
4;"2";"D00_R2";"M";13;"C";"Ancestral";"Ancestral";"Dioecious";"5";2320;1588;464;146,4;732;5;0;0;5;0;0;5;5;146,4;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 C"
4;"2";"D00_R2";"M";13;"D";"Ancestral";"Ancestral";"Dioecious";"3";2504;1588;500,8;75,6;378;5;0;0;5;0;0;5;5;75,6;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 D"
4;"2";"D00_R2";"M";13;"D";"Ancestral";"Ancestral";"Dioecious";"4";2504;1588;500,8;242;1210;5;0;0;5;0;0;5;5;242;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 D"
4;"2";"D00_R2";"M";13;"D";"Ancestral";"Ancestral";"Dioecious";"5";2504;1588;500,8;183,2;916;5;0;0;5;0;0;5;5;183,2;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 D"
4;"2";"D00_R2";"M";13;"E";"Ancestral";"Ancestral";"Dioecious";"3";2504;1742;500,8;151,2;756;5;0;0;5;0;0;5;5;151,2;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 E"
4;"2";"D00_R2";"M";13;"E";"Ancestral";"Ancestral";"Dioecious";"4";2504;1742;500,8;197,2;986;5;0;0;5;0;0;5;5;197,2;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 E"
4;"2";"D00_R2";"M";13;"E";"Ancestral";"Ancestral";"Dioecious";"5";2504;1742;500,8;152,4;762;5;0;0;5;0;0;5;5;152,4;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 E"
4;"2";"D00_R2";"M";13;"F";"Ancestral";"Ancestral";"Dioecious";"3";1490;1056;298;81,6;408;5;0;0;5;0;0;5;5;81,6;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 F"
4;"2";"D00_R2";"M";13;"F";"Ancestral";"Ancestral";"Dioecious";"4";1490;1056;298;129,6;648;5;0;0;5;0;0;5;5;129,6;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 F"
4;"2";"D00_R2";"M";13;"F";"Ancestral";"Ancestral";"Dioecious";"5";1490;1056;298;86,8;434;5;0;0;5;0;0;5;5;86,8;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 F"
4;"2";"D00_R2";"M";13;"G";"Ancestral";"Ancestral";"Dioecious";"3";1978;1552;395,6;102,4;512;5;0;0;5;0;0;5;5;102,4;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 G"
4;"2";"D00_R2";"M";13;"G";"Ancestral";"Ancestral";"Dioecious";"4";1978;1552;395,6;208;1040;5;0;0;5;0;0;5;5;208;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 G"
4;"2";"D00_R2";"M";13;"G";"Ancestral";"Ancestral";"Dioecious";"5";1978;1552;395,6;85,2;426;5;0;0;5;0;0;5;5;85,2;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 G"
4;"2";"D00_R2";"M";13;"H";"Ancestral";"Ancestral";"Dioecious";"3";1960;1318;392;116,8;584;5;0;0;5;0;0;5;5;116,8;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 H"
4;"2";"D00_R2";"M";13;"H";"Ancestral";"Ancestral";"Dioecious";"4";1960;1318;392;146,8;734;5;0;0;5;0;0;5;5;146,8;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 H"
4;"2";"D00_R2";"M";13;"H";"Ancestral";"Ancestral";"Dioecious";"5";1960;1318;392;128,4;642;5;0;0;5;0;0;5;5;128,4;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 H"
4;"2";"D00_R2";"M";13;"I";"Ancestral";"Ancestral";"Dioecious";"3";1600;1214;320;74,8;374;5;0;0;3;1;0;5;5;74,8;0;60;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 I"
4;"2";"D00_R2";"M";13;"I";"Ancestral";"Ancestral";"Dioecious";"4";1600;1214;320;168;840;5;0;0;2;1;0;5;3;168;0;60;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 I"
4;"2";"D00_R2";"M";13;"I";"Ancestral";"Ancestral";"Dioecious";"5";1600;1214;320;77,2;386;5;0;0;2;0;0;5;2;77,2;0;60;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 I"
4;"2";"D00_R2";"M";13;"K";"Ancestral";"Ancestral";"Dioecious";"3";2420;1882;484;161,2;806;5;0;0;5;0;0;5;5;161,2;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 K"
4;"2";"D00_R2";"M";13;"K";"Ancestral";"Ancestral";"Dioecious";"4";2420;1882;484;215,2;1076;5;0;0;5;0;0;5;5;215,2;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 K"
4;"2";"D00_R2";"M";13;"K";"Ancestral";"Ancestral";"Dioecious";"5";2420;1882;484;107,6;538;5;0;0;5;0;0;5;5;107,6;0;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R2 2 K"
4;"2";"D00_R3";"M";32;"A";"Ancestral";"Ancestral";"Dioecious";"3";1890;1098;378;64;320;5;0;0;3;0;0;5;5;64;0;40;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 A"
4;"2";"D00_R3";"M";32;"A";"Ancestral";"Ancestral";"Dioecious";"4";1890;1098;378;155,6;778;5;0;0;3;0;0;5;3;155,6;0;40;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 A"
4;"2";"D00_R3";"M";32;"A";"Ancestral";"Ancestral";"Dioecious";"5";1890;1098;378;158,4;792;5;0;0;3;0;0;5;3;158,4;0;40;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 A"
4;"2";"D00_R3";"M";32;"B";"Ancestral";"Ancestral";"Dioecious";"3";1388;772;247,533333333333;26;182;7;0;0;3;0;0;7;3;26;28,5714285714286;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 B"
4;"2";"D00_R3";"M";32;"B";"Ancestral";"Ancestral";"Dioecious";"4";1388;772;247,533333333333;98,3333333333333;590;6;1;0;3;0;0;7;3;84,2857142857143;28,5714285714286;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 B"
4;"2";"D00_R3";"M";32;"B";"Ancestral";"Ancestral";"Dioecious";"5";1388;772;247,533333333333;123,2;616;5;0;0;3;0;0;6;3;102,666666666667;28,5714285714286;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 B"
4;"2";"D00_R3";"M";32;"C";"Ancestral";"Ancestral";"Dioecious";"3";1396;958;279,2;50;250;5;0;0;5;0;0;5;5;50;0;40;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 C"
4;"2";"D00_R3";"M";32;"C";"Ancestral";"Ancestral";"Dioecious";"4";1396;958;279,2;141,6;708;5;0;0;4;0;0;5;5;141,6;0;40;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 C"
4;"2";"D00_R3";"M";32;"C";"Ancestral";"Ancestral";"Dioecious";"5";1396;958;279,2;87,6;438;5;0;0;3;0;0;5;4;87,6;0;40;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 C"
4;"2";"D00_R3";"M";32;"D";"Ancestral";"Ancestral";"Dioecious";"3";2324;1568;464,8;80;400;5;0;0;5;0;0;5;5;80;0;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 D"
4;"2";"D00_R3";"M";32;"D";"Ancestral";"Ancestral";"Dioecious";"4";2324;1568;464,8;233,6;1168;5;0;0;5;0;0;5;5;233,6;0;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 D"
4;"2";"D00_R3";"M";32;"D";"Ancestral";"Ancestral";"Dioecious";"5";2324;1568;464,8;151,2;756;5;0;0;4;0;0;5;5;151,2;0;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 D"
4;"2";"D00_R3";"M";32;"E";"Ancestral";"Ancestral";"Dioecious";"3";1124;628;224,8;20,8;104;5;0;0;5;0;0;5;5;20,8;0;40;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 E"
4;"2";"D00_R3";"M";32;"E";"Ancestral";"Ancestral";"Dioecious";"4";1124;628;224,8;104,8;524;5;0;0;4;0;0;5;5;104,8;0;40;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 E"
4;"2";"D00_R3";"M";32;"E";"Ancestral";"Ancestral";"Dioecious";"5";1124;628;224,8;99,2;496;5;0;0;3;0;0;5;4;99,2;0;40;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 E"
4;"2";"D00_R3";"M";32;"F";"Ancestral";"Ancestral";"Dioecious";"3";1016;744;254;86,5;346;4;0;0;5;0;0;5;5;69,2;20;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 F"
4;"2";"D00_R3";"M";32;"F";"Ancestral";"Ancestral";"Dioecious";"4";1016;744;254;99,5;398;4;0;0;5;0;0;4;5;99,5;20;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 F"
4;"2";"D00_R3";"M";32;"F";"Ancestral";"Ancestral";"Dioecious";"5";1016;744;254;68;272;4;0;0;5;0;0;4;5;68;20;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 F"
4;"2";"D00_R3";"M";32;"G";"Ancestral";"Ancestral";"Dioecious";"3";2042;1136;340,333333333333;57,6666666666667;346;6;0;0;4;0;0;6;4;57,6666666666667;0;25;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 G"
4;"2";"D00_R3";"M";32;"G";"Ancestral";"Ancestral";"Dioecious";"4";2042;1136;340,333333333333;131,666666666667;790;6;0;0;4;0;0;6;4;131,666666666667;0;25;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 G"
4;"2";"D00_R3";"M";32;"G";"Ancestral";"Ancestral";"Dioecious";"5";2042;1136;340,333333333333;151;906;6;0;0;3;1;0;6;4;151;0;25;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 G"
4;"2";"D00_R3";"M";32;"H";"Ancestral";"Ancestral";"Dioecious";"3";2186;1678;370,695238095238;63,4285714285714;444;7;0;0;3;0;0;7;3;63,4285714285714;28,5714285714286;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 H"
4;"2";"D00_R3";"M";32;"H";"Ancestral";"Ancestral";"Dioecious";"4";2186;1678;370,695238095238;205,666666666667;1234;6;0;0;3;0;0;7;3;176,285714285714;28,5714285714286;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 H"
4;"2";"D00_R3";"M";32;"H";"Ancestral";"Ancestral";"Dioecious";"5";2186;1678;370,695238095238;101,6;508;5;0;0;3;0;0;6;3;84,6666666666667;28,5714285714286;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 H"
4;"2";"D00_R3";"M";32;"I";"Ancestral";"Ancestral";"Dioecious";"3";1300;952;325;101;404;4;1;0;5;0;0;5;5;80,8;20;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 I"
4;"2";"D00_R3";"M";32;"I";"Ancestral";"Ancestral";"Dioecious";"4";1300;952;325;137;548;4;0;0;5;0;0;4;5;137;20;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 I"
4;"2";"D00_R3";"M";32;"I";"Ancestral";"Ancestral";"Dioecious";"5";1300;952;325;87;348;4;0;0;5;0;0;4;5;87;20;0;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 I"
4;"2";"D00_R3";"M";32;"K";"Ancestral";"Ancestral";"Dioecious";"3";1402;1168;370;110;440;4;1;0;5;0;0;5;5;88;40;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 K"
4;"2";"D00_R3";"M";32;"K";"Ancestral";"Ancestral";"Dioecious";"4";1402;1168;370;182;728;4;0;0;4;0;0;4;5;182;40;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 K"
4;"2";"D00_R3";"M";32;"K";"Ancestral";"Ancestral";"Dioecious";"5";1402;1168;370;78;234;3;0;0;4;0;0;4;4;58,5;40;20;"M_Dioecious";"M_Dioecious_Ancestral";"D00_R3 2 K"
6;"3";"A00_R1";"H";3;"A";"Evolved";"Ancestral";"Androdioecious";"3";1558;1162;311,6;64,4;322;5;0;0;0;0;0;5;0;64,4;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 A"
6;"3";"A00_R1";"H";3;"A";"Evolved";"Ancestral";"Androdioecious";"4";1558;1162;311,6;168;840;5;0;0;0;0;0;5;0;168;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 A"
6;"3";"A00_R1";"H";3;"A";"Evolved";"Ancestral";"Androdioecious";"5";1558;1162;311,6;79,2;396;5;0;0;0;0;0;5;0;79,2;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 A"
6;"3";"A00_R1";"H";3;"B";"Evolved";"Ancestral";"Androdioecious";"3";1588;1404;317,6;85,6;428;5;0;0;0;0;0;5;0;85,6;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 B"
6;"3";"A00_R1";"H";3;"B";"Evolved";"Ancestral";"Androdioecious";"4";1588;1404;317,6;195,2;976;5;0;0;0;0;0;5;0;195,2;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 B"
6;"3";"A00_R1";"H";3;"B";"Evolved";"Ancestral";"Androdioecious";"5";1588;1404;317,6;36,8;184;5;0;0;0;0;0;5;0;36,8;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 B"
6;"3";"A00_R1";"H";3;"C";"Evolved";"Ancestral";"Androdioecious";"3";1794;1432;376,9;66,4;332;5;0;0;0;0;0;5;0;66,4;20;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 C"
6;"3";"A00_R1";"H";3;"C";"Evolved";"Ancestral";"Androdioecious";"4";1794;1432;376,9;220;1100;5;0;0;0;0;0;5;0;220;20;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 C"
6;"3";"A00_R1";"H";3;"C";"Evolved";"Ancestral";"Androdioecious";"5";1794;1432;376,9;90,5;362;4;1;0;0;0;0;5;0;72,4;20;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 C"
6;"3";"A00_R1";"H";3;"D";"Evolved";"Ancestral";"Androdioecious";"3";1542;1368;308,4;83,6;418;5;0;0;0;0;0;5;0;83,6;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 D"
6;"3";"A00_R1";"H";3;"D";"Evolved";"Ancestral";"Androdioecious";"4";1542;1368;308,4;190;950;5;0;0;0;0;0;5;0;190;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 D"
6;"3";"A00_R1";"H";3;"D";"Evolved";"Ancestral";"Androdioecious";"5";1542;1368;308,4;34,8;174;5;0;0;0;0;0;5;0;34,8;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 D"
6;"3";"A00_R1";"H";3;"E";"Evolved";"Ancestral";"Androdioecious";"3";1582;1282;399,3;84,8;424;5;0;0;0;0;0;5;0;84,8;40;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 E"
6;"3";"A00_R1";"H";3;"E";"Evolved";"Ancestral";"Androdioecious";"4";1582;1282;399,3;214,5;858;4;1;0;0;0;0;5;0;171,6;40;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 E"
6;"3";"A00_R1";"H";3;"E";"Evolved";"Ancestral";"Androdioecious";"5";1582;1282;399,3;100;300;3;1;0;0;0;0;4;0;75;40;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 E"
6;"3";"A00_R1";"H";3;"F";"Evolved";"Ancestral";"Androdioecious";"3";1958;1748;391,6;130;650;5;0;0;0;0;0;5;0;130;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 F"
6;"3";"A00_R1";"H";3;"F";"Evolved";"Ancestral";"Androdioecious";"4";1958;1748;391,6;219,6;1098;5;0;0;0;0;0;5;0;219,6;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 F"
6;"3";"A00_R1";"H";3;"F";"Evolved";"Ancestral";"Androdioecious";"5";1958;1748;391,6;42;210;5;0;0;0;0;0;5;0;42;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 F"
6;"3";"A00_R1";"H";3;"G";"Evolved";"Ancestral";"Androdioecious";"3";1862;1736;372,4;152;760;5;0;0;0;0;0;5;0;152;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 G"
6;"3";"A00_R1";"H";3;"G";"Evolved";"Ancestral";"Androdioecious";"4";1862;1736;372,4;195,2;976;5;0;0;0;0;0;5;0;195,2;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 G"
6;"3";"A00_R1";"H";3;"G";"Evolved";"Ancestral";"Androdioecious";"5";1862;1736;372,4;25,2;126;5;0;0;0;0;0;5;0;25,2;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 G"
6;"3";"A00_R1";"H";3;"H";"Evolved";"Ancestral";"Androdioecious";"3";1736;1628;347,2;117,2;586;5;0;0;0;0;0;5;0;117,2;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 H"
6;"3";"A00_R1";"H";3;"H";"Evolved";"Ancestral";"Androdioecious";"4";1736;1628;347,2;208,4;1042;5;0;0;0;0;0;5;0;208,4;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 H"
6;"3";"A00_R1";"H";3;"H";"Evolved";"Ancestral";"Androdioecious";"5";1736;1628;347,2;21,6;108;5;0;0;0;0;0;5;0;21,6;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 H"
6;"3";"A00_R1";"H";3;"I";"Evolved";"Ancestral";"Androdioecious";"3";1280;1066;256;86,4;432;5;0;0;0;0;0;5;0;86,4;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 I"
6;"3";"A00_R1";"H";3;"I";"Evolved";"Ancestral";"Androdioecious";"4";1280;1066;256;126,8;634;5;0;0;0;0;0;5;0;126,8;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 I"
6;"3";"A00_R1";"H";3;"I";"Evolved";"Ancestral";"Androdioecious";"5";1280;1066;256;42,8;214;5;0;0;0;0;0;5;0;42,8;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 I"
6;"3";"A00_R1";"H";3;"K";"Evolved";"Ancestral";"Androdioecious";"3";1730;1468;346;111,2;556;5;0;0;0;0;0;5;0;111,2;0;NA;"H_Androdioecious";"H_Androdioecious_Ancestral";"A00_R1 3 K"
